vin,display_color,year,make,model,price,mileage,city,condition,dealer_name,state,trim,body_style
1GKS2HKJ1JR364002,Black,2018,GMC,Yukon XL,"$64,998","35,958 Miles",Sterling,used,CarMax Dulles - Now offering Curbside Pickup and Home Delivery,VA,Denali,suv
1FTER4FHXKLA05014,Saber Metallic,2019,Ford,Ranger,"$35,500","59,235 Miles",Taylorsville,used,Carver Toyota,IN,XLT,truck
1C6SRFBT0MN790456,Diamond Black Crystal Pearlcoat,2021,Ram,Pickup 1500,"$45,412",New,Carmichaels,new,Solomon Chrysler Jeep Dodge Carmichaels,PA,Big Horn,truck
1FTEW1E51JFA01896,Black,2018,Ford,F-150,"$41,995","33,859 Miles",Auburn,used,Bidleman Ford,NY,XLT,truck
1C4RJFCG7GC478313,Black,2016,Jeep,Grand Cherokee,"$29,998","73,884 Miles",Sanford,used,CarMax Sanford - Now offering Curbside Pickup and Home Delivery,FL,Overland,suv
1FTEW1E55JFC67633,Black,2018,Ford,F-150,"$56,999","26,774 Miles",Marysville,used,Northwest Motorsport - Marysville,WA,Lariat,truck
WBA3A5C56FF610535,Alpine White,2015,BMW,3 Series,"$17,888","49,487 Miles",Phoenix,used,Camelback Toyota,AZ,328i,sedan
ZACCJABB5JPJ58194,Red,2018,Jeep,Renegade,"$22,998","11,164 Miles",Naples,used,CarMax Naples - Now offering Curbside Pickup and Home Delivery,FL,Latitude,suv
1C6RR7VT4ES104048,Black,2014,Ram,Pickup 1500,"$34,999","75,779 Miles",Spokane Valley,used,Northwest Motorsport - Spokane,WA,Laramie,truck
1C6RR7MT4GS125177,White,2016,Ram,Pickup 1500,"$37,123","60,886 Miles",Ankeny,used,Dewey Dodge Chrysler Jeep Ram,IA,Sport,truck
5TDZZRFHXJS261441,Celestial Silver Metallic,2018,Toyota,Highlander,"$32,488","28,496 Miles",Austin,used,Austin Subaru,TX,LE Plus,suv
1FTEW1EG7KFA17510,White,2019,Ford,F-150,"$47,998","69,482 Miles",Sacramento,used,CarMax Sacramento South - Now Open,CA,Limited,truck
WA1AVAF1XKD008687,Blue,2019,Audi,Q8,"$62,897","29,479 Miles",Lehi,used,Porsche Lehi and Audi Lehi,UT,3.0T quattro Premium,suv
1FTFW1RGXHFC20916,Gray,2017,Ford,F-150,"$60,596","64,435 Miles",Orange,used,Stadium Nissan,CA,Raptor,truck
WBAJA9C5XJB250863,Black,2018,BMW,5 Series,"$35,389","28,023 Miles",Grand Prairie,used,EchoPark Automotive Dallas (Grand Prairie),TX,530e iPerformance,sedan
1FTER4FH9MLD74532,Oxford White,2021,Ford,Ranger,"$41,815",New,Des Moines,new,Charles Gabus Ford,IA,XLT,truck
3N1AB7AP2KY298100,"Black,super",2019,Nissan,Sentra,"$14,846","54,656 Miles",Jacksonville,used,Hertz Car Sales Jacksonville,FL,S,sedan
1C4RDJAG4KC755635,Granite Crystal,2019,Dodge,Durango,"$29,841","73,519 Miles",Richmond,used,Hertz Car Sales Richmond,VA,SXT,suv
3TMBZ5DNXKM019558,Midnight Black Metallic,2019,Toyota,Tacoma,"$39,899","33,298 Miles",Santa Ana,used,California Motors Direct1,CA,TRD Sport,truck
1FM5K7D89JGB15158,White,2018,Ford,Explorer,"$31,489","21,820 Miles",Houston,used,EchoPark Automotive Houston (North Freeway),TX,XLT,suv
JTHBF1D28F5052690,Black,2015,Lexus,IS 250,"$24,831","55,650 Miles",St George,used,Ken Garff St. George Ford Lincoln,UT,Base,sedan
WA1LFAFP6EA062861,White,2014,Audi,Q5,"$24,998","54,876 Miles",Sacramento,used,CarMax Sacramento South - Now Open,CA,2.0T quattro Premium Plus,suv
3N1CN7AP2KL833438,Gun Metallic,2019,Nissan,Versa,"$13,400","23,790 Miles",Sandy,used,Ken Garff Hyundai Southtowne,UT,S,sedan
JF2SJGEC8HH432626,Blue,2017,Subaru,Forester,"$22,998","69,013 Miles",Ontario,used,CarMax Ontario - Now offering Curbside Pickup and Home Delivery,CA,2.0XT Premium,crossover
1C6RR7GT1GS384267,Black Forest Green Pearl Coat,2016,Ram,Pickup 1500,"$28,499","55,526 Miles",Stafford,used,Texas Direct Auto,TX,SLT,truck
4T1B61HK4JU142280,Silver,2018,Toyota,Camry,"$28,998","26,591 Miles",Tallahassee,used,CarMax Tallahassee - Now offering Curbside Pickup,FL,XSE,sedan
1FTFW1E59JKE76529,Gray,2018,Ford,F-150,"$35,998","56,989 Miles",Madison,used,CarMax Madison - Now Open,WI,XLT,truck
WBXYJ5C32JEF80025,Glacier Silver Metallic,2018,BMW,X2,"$29,999","22,726 Miles",Stafford,used,Texas Direct Auto,TX,xDrive28i,suv
WVGAV7AX1HK001163,White,2017,Volkswagen,Tiguan,"$18,998","67,106 Miles",San Diego,used,CarMax Kearny Mesa - Now offering Curbside Pickup and Home Delivery,CA,2.0T Limited S,suv
1FTFW1E57MFB47132,Silver,2021,Ford,F-150,"$60,970",New,Elizabeth City,new,Hall Ford Hyundai Elizabeth City,NC,Lariat,truck
JTEBU5JRXK5679901,Silver,2019,Toyota,4Runner,"$48,499","20,168 Miles",Boise,used,Northwest Motorsports - Boise,ID,SR5 Premium,suv
1D7HU18D25S287170,Gold,2005,Dodge,Ram Pickup 1500,"$19,950","110,369 Miles",Stanton,used,Premium Finance,CA,SLT,truck
1FMCU0GD8JUB51409,Gray,2018,Ford,Escape,"$19,329","33,271 Miles",Grand Prairie,used,EchoPark Automotive Dallas (Grand Prairie),TX,SE,suv
1FTEW1E50KFA38990,Oxford White,2019,Ford,F-150,"$43,300","10,520 Miles",Abrams,used,Chrysler World,WI,XLT,truck
1C4PJMCB7KD254879,Bright White Clear Coat,2019,Jeep,Cherokee,"$23,499","46,224 Miles",Stafford,used,Texas Direct Auto,TX,Latitude,suv
1C4RJFDJXEC248045,Brilliant Black Crystal Pearl Coat,2014,Jeep,Grand Cherokee,"$36,499","108,202 Miles",Stafford,used,Texas Direct Auto,TX,SRT,suv
5N1AZ2MSXKN134209,Gray,2019,Nissan,Murano,"$28,998","36,374 Miles",Greensboro,used,CarMax Greensboro - Now offering Curbside Pickup and Home Delivery,NC,SV,suv
1C6SRFJT6MN800148,Gray,2021,Ram,Pickup 1500,"$57,255",New,Humble,new,Texan Chrysler Dodge Jeep Ram,TX,Laramie,truck
5TDKKRFH4ES030630,Blizzard Pearl,2014,Toyota,Highlander,"$23,499","102,166 Miles",Stafford,used,Texas Direct Auto,TX,XLE,suv
2C3CDXGJ7LH186035,Sinamon Stick,2020,Dodge,Charger,"$56,998","7,892 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,Scat Pack Widebody,sedan
JTHBA1D27J5074025,WHITE,2018,Lexus,IS 300,"$27,999","13,573 Miles",Santa Ana,used,California Motors Direct1,CA,Base,sedan
3TMAZ5CN2JM069673,Gray,2018,Toyota,Tacoma,"$32,998","43,607 Miles",Waterbury,used,CarMax Waterbury - Now offering Curbside Pickup and Home Delivery,CT,TRD Off-Road,truck
5FNYF6H04KB022497,Blue,2019,Honda,Pilot,"$40,998","30,887 Miles",Fresno,used,CarMax Fresno - Now Open,CA,Elite,suv
5N1DR2MM9KC640091,Magnetic Black Pearl,2019,Nissan,Pathfinder,"$26,688","37,546 Miles",Montclair,used,STG Auto Group,CA,S,suv
3C4NJDBB7JT283185,Gray,2018,Jeep,Compass,"$23,998","33,431 Miles",Memphis,used,CarMax Memphis - Now offering Curbside Pickup,TN,Latitude,suv
3N1CP5BV2ML515270,KH3 Super Blac,2021,Nissan,Kicks,"$21,450",New,Peoria,new,Peoria Nissan,AZ,S,crossover
1N6ED0CE2MN717510,Magnetic Black Pearl,2021,Nissan,Frontier,"$31,580",New,Virginia Beach,new,Hall Nissan Virginia Beach,VA,SV,truck
1C4PJLDB1KD433900,Granite Crystal,2019,Jeep,Cherokee,"$22,788","60,619 Miles",Tampa,used,Hertz Car Sales Tampa,FL,Limited,suv
3N1CN7AP1HL859957,Gray,2017,Nissan,Versa,"$12,599","53,426 Miles",Warrensville Heights,used,CarMax Cleveland East - Now offering Curbside Pickup,OH,1.6 S,sedan
2C3CCABG9KH515750,Granite Crystal,2019,Chrysler,300,"$24,590","64,247 Miles",Woodhaven,used,Hertz Car Sales Detroit,MI,S,sedan
KNDJP3A59K7910588,Black,2019,Kia,Soul,"$18,998","44,443 Miles",Baton Rouge,used,CarMax Baton Rouge - Now offering Curbside Pickup and Home Delivery,LA,+,crossover
1G4ZP5SS6KU127521,Pewter Metallic,2019,Buick,LaCrosse,"$22,999","50,452 Miles",Margate,used,Florida Fine Cars - Margate,FL,Essence,sedan
1GCPWBEF2KZ175077,Northsky Blue Metallic,2019,Chevrolet,Silverado 1500,"$35,999","44,243 Miles",Stafford,used,Texas Direct Auto,TX,Custom,truck
3VWDB7AJ6JM263181,Platinum Gray Metallic,2018,Volkswagen,Jetta,"$16,899","19,612 Miles",Montclair,used,Montclair Auto Exchange,CA,1.4T SE,sedan
3MVDMBEY6MM245077,White,2021,Mazda,CX-30,"$33,287","2,181 Miles",St George,used,Ken Garff St. George Ford Lincoln,UT,Turbo Premium Plus,suv
1G1ZD5ST0JF250586,Silver Ice Metallic,2018,Chevrolet,Malibu,"$16,298","64,717 Miles",Rockville Centre,used,Hertz Car Sales Rockville Centre,NY,LT,sedan
1G1YM3D73F5113784,Black,2015,Chevrolet,Corvette,"$56,999","22,043 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,Stingray Z51,convertible
5N1AT2MV4JC849136,Black,2018,Nissan,Rogue,"$24,998","28,195 Miles",St. Peters,used,CarMax St. Louis Mid Rivers Mall - Now offering Curbside Pickup,MO,SV,crossover
58ABK1GG7HU044551,Eminent White Pearl,2017,Lexus,ES 350,"$27,468","42,923 Miles",Englewood,used,Lexus of Englewood,NJ,Base,sedan
3GCPCSEJ6FG328109,Gray,2015,Chevrolet,Silverado 1500,"$38,995","56,810 Miles",Orange,used,Stadium Nissan,CA,LTZ,truck
1FTEW1CPXHKD46222,Silver,2017,Ford,F-150,"$28,288","70,156 Miles",Dublin,used,Dublin Toyota,CA,XLT,truck
1GNSKHKC7LR143303,Black,2020,Chevrolet,Suburban,"$58,998","24,619 Miles",Wichita,used,CarMax Wichita - Now Open,KS,LT 1500,suv
3C6UR5FL9MG660603,Granite Crystal Metallic Clearcoat,2021,Ram,Pickup 2500,"$74,280",New,Manvel,new,Southfork Chrysler Dodge Jeep Ram,TX,Laramie,truck
5TDKK3DC3FS588278,Red,2015,Toyota,Sienna,"$25,998","49,666 Miles",Modesto,used,CarMax Modesto - Now Open,CA,LE 8-Passenger,minivan
1V2TR2CA7MC501909,Blue,2021,Volkswagen,Atlas,"$52,999","2,375 Miles",Puyallup,used,Larson Chrysler Jeep Dodge of Puyallup,WA,V6 SEL Premium 4Motion,suv
5TFUY5F18FX460739,Gray,2015,Toyota,Tundra,"$36,999","88,800 Miles",Puyallup,used,Northwest Motorsport - Puyallup,WA,SR5,truck
KM8J84A66MU014910,Orange,2021,Hyundai,Nexo,"$63,570",New,Escondido,new,Hyundai Escondido,CA,Limited,suv
3N1CP5CV7ML513562,Boulder Gray Pearl,2021,Nissan,Kicks,"$20,175",New,Richmond,new,Nissan of Richmond,VA,SV,crossover
1FMCU0F79KUB79314,Oxford White,2019,Ford,Escape,"$20,999","25,658 Miles",Bellflower,used,605 Auto Sales,CA,S,suv
SHHFK7H47LU401019,Platinum White Pearl,2020,Honda,Civic,"$25,995","33,123 Miles",National City,used,Frank Subaru,CA,Sport,hatchback
5N1DL0MM9JC505097,Majestic White,2018,Infiniti,QX60,"$37,624","33,488 Miles",Lexington,used,Don Franklin Auto Mall Lexington,KY,Base,suv
3GCUKSEC8JG286770,Red,2018,Chevrolet,Silverado 1500,"$45,999","47,833 Miles",Marysville,used,Northwest Motorsport - Marysville,WA,LTZ,truck
KNMAT2MV3KP518353,"Blue,caspiene",2019,Nissan,Rogue,"$19,991","61,035 Miles",Houston,used,Hertz Car Sales Houston,TX,S,crossover
3GTP1NEC8HG438655,Cardinal Red,2017,GMC,Sierra 1500,"$36,000","54,913 Miles",Clearwater,used,Lokey Nissan,FL,SLT,truck
WDDWF4KBXJR350365,designo Cardinal Red Metallic,2018,Mercedes-Benz,C-Class,"$35,500","15,881 Miles",Owings Mills,used,Mercedes-Benz of Owings Mills,MD,C 300 4MATIC,sedan
1C4RDJDG2KC691736,Octane Red Pearlcoat,2019,Dodge,Durango,"$30,980","44,400 Miles",Richmond Hill,used,Queens Auto Mall,NY,GT,suv
1C4PJMJX6KD431629,Bright White Clear Coat,2019,Jeep,Cherokee,"$28,999","27,529 Miles",Stafford,used,Texas Direct Auto,TX,Overland,suv
5FNYF5H71GB030328,White,2016,Honda,Pilot,"$28,998","42,288 Miles",Sanford,used,CarMax Sanford - Now offering Curbside Pickup and Home Delivery,FL,EX-L w/Navi,suv
KNDJP3A59K7696640,Inferno Red/Black,2019,Kia,Soul,"$16,848","57,997 Miles",Albuquerque,used,Hertz Car Sales Albuquerque,NM,+,crossover
MAJ6S3KL1MC417148,Smoke,2021,Ford,EcoSport,"$26,940",New,Tampa,new,Elder Ford of Tampa,FL,Titanium,crossover
5FNYF6H37JB018307,Black,2018,Honda,Pilot,"$29,998","27,710 Miles",Roswell,used,CarMax Roswell - Now offering Curbside Pickup and Home Delivery,GA,EX,suv
5TDHZRAH5MS086653,Ruby Flare Pearl,2021,Toyota,Highlander,"$43,767",New,Phoenix,new,Camelback Toyota,AZ,XLE,suv
2T3RFREV5JW722849,Magnetic Gray Metallic,2018,Toyota,RAV4,"$27,000","71,052 Miles",Avon,used,Andy Mohr Toyota,IN,Adventure,suv
2C3CDZJG7LH254102,Torred Clearcoat,2020,Dodge,Challenger,"$35,275",New,Van Nuys,new,Russell Westbrook Chrysler Dodge Jeep Ram of Van Nuys,CA,GT,coupe
1G1FX6S02N4105881,Bright Blue Metallic,2022,Chevrolet,Bolt EV,"$35,090",New,Aurora,new,Mayse Automotive Group,MO,2LT,hatchback
5NPE34AF3JH705841,White,2018,Hyundai,Sonata,"$22,189","21,456 Miles",Grand Prairie,used,EchoPark Automotive Dallas (Grand Prairie),TX,Sport+,sedan
1N6ED0EA3LN700594,Gun Metallic,2020,Nissan,Frontier,"$30,428","9,419 Miles",Peoria,certified pre-owned,Peoria Nissan,AZ,SV,truck
3GCUKPEC9JG309566,Silver,2018,Chevrolet,Silverado 1500,"$36,889","37,019 Miles",Grand Prairie,used,EchoPark Automotive Dallas (Grand Prairie),TX,Custom,truck
1C6RRFFG1KN768264,Diamond Black Crystal Pearl Coat,2019,Ram,Pickup 1500,"$38,499","34,430 Miles",Stafford,used,Texas Direct Auto,TX,Big Horn,truck
1FAHP2KT5DG166597,Gray,2013,Ford,Taurus,"$12,994","125,827 Miles",Tampa,used,Bill Currie Ford,FL,SHO,sedan
3MZBN1U72JM199801,Blue,2018,Mazda,Mazda3,"$19,992","10,318 Miles",Mission Hills,used,Hamer Toyota,CA,Sport,sedan
5NPD84LFXJH235317,Symphony Silver,2018,Hyundai,Elantra,"$16,999","12,663 Miles",Montclair,used,Montclair Auto Exchange,CA,SEL,sedan
5N1DL0MM4HC502196,Jade Green,2017,Infiniti,QX60,"$29,995","16,936 Miles",Mt Juliet,used,Brentwood Auto Brokers,TN,Base,suv
3C63RRJL5FG702505,White,2015,Ram,Pickup 3500,"$51,998","95,622 Miles",Tolleson,used,CarMax Phoenix-West Valley - Now offering Curbside Pickup,AZ,Laramie,truck
1FAHP2F85JG129485,Magnetic,2018,Ford,Taurus,"$20,099","59,936 Miles",Indianapolis,used,Hertz Car Sales Indianapolis,IN,Limited,sedan
1C4SDJCT7LC229044,Black,2020,Dodge,Durango,"$49,999","25,628 Miles",Lynnwood,used,Northwest Motorsport - Snohomish,WA,R/T,suv
1FTEW1E53KKE04948,Oxford White,2019,Ford,F-150,"$38,998","68,118 Miles",Madison,used,Smart Chevrolet,NC,XLT,truck
1C4SDJCT7MC575063,White Knuckle Clearcoat,2021,Dodge,Durango,"$51,994","9,199 Miles",Pulaski,used,S & L Motors,WI,R/T,suv
3N1AB7AP6KY328490,Silver,2019,Nissan,Sentra,"$17,998","37,394 Miles",Kennesaw,used,CarMax Town Center - Now offering Curbside Pickup and Home Delivery,GA,S,sedan
5YFBURHE2KP888776,"White,super",2019,Toyota,Corolla,"$16,996","56,155 Miles",Bedford,used,Hertz Car Sales Bedford,TX,LE,sedan
1C4PJMDX8KD417033,"Silver,billet",2019,Jeep,Cherokee,"$25,172","54,039 Miles",Smithtown,used,Hertz Car Sales Smithtown,NY,Limited,suv
2G61M5S36H9168288,Silver,2017,Cadillac,XTS,"$23,998","82,209 Miles",Oklahoma City,used,CarMax Oklahoma City - Now offering Curbside Pickup and Home Delivery,OK,Luxury,sedan
5NPD84LF3LH563570,Black,2020,Hyundai,Elantra,"$20,999","2,514 Miles",Orlando,used,Off Lease Only Orlando,FL,Limited,sedan
SALRR2RVXJA070732,Blue,2018,Land Rover,Discovery,"$47,998","21,844 Miles",Newark,used,CarMax Newark - Now offering Curbside Pickup,DE,HSE,suv
1FA6P8CF9H5344550,Blue,2017,Ford,Mustang,"$36,998","3,926 Miles",Meridian,used,CarMax Boise (Meridian) - Now offering Curbside Pickup,ID,GT,coupe
KL7CJPSB1KB956058,White,2019,Chevrolet,Trax,"$21,999","41,592 Miles",Lynnwood,used,Northwest Motorsport - Snohomish,WA,LT,crossover
1G1FD3DS8G0165535,Silver Ice Metallic,2016,Chevrolet,Camaro,"$30,499","28,534 Miles",Stafford,used,Texas Direct Auto,TX,LT,convertible
2FMPK3J98JBC15399,Silver,2018,Ford,Edge,"$28,998","11,448 Miles",Gilbert,used,CarMax Phoenix-Gilbert - Now offering Curbside Pickup,AZ,SEL,suv
1C6RR7GT9GS279685,Blue,2016,Ram,Pickup 1500,"$19,995","147,397 Miles",Springfield,used,Auto Mall of Springfield,IL,Big Horn,truck
4S4WMALD7L3471631,Red,2020,Subaru,Ascent,"$41,998","5,021 Miles",Spokane Valley,used,CarMax Spokane - Now offering Curbside Pickup,WA,Limited 8-Passenger,suv
3FA6P0LU5LR163791,Agate Black Metallic,2020,Ford,Fusion Hybrid,"$24,990","17,331 Miles",Brunswick,certified pre-owned,Liberty Ford Brunswick,OH,SE,sedan
JF1VA2L6XF9831191,Dark Gray Metallic,2015,Subaru,WRX,"$27,998","54,322 Miles",Houston,used,Texas Auto North,TX,STI,sedan
1GCPYFED5KZ415495,Silver Ice Metallic,2019,Chevrolet,Silverado 1500,"$45,990","40,053 Miles",Miami,used,Bomnin Chevrolet Dadeland,FL,LT Trail Boss,truck
1HGCV1F37JA075247,Platinum White Pearl,2018,Honda,Accord,"$23,999","38,850 Miles",Montebello,used,LA Auto Exchange,CA,Sport,sedan
1G1ZD5ST0KF133687,"Black,mosaic",2019,Chevrolet,Malibu,"$18,598","61,648 Miles",Riverside,used,Hertz Car Sales Riverside,CA,LT,sedan
3MW5R7J07M8B62364,Portimao Blue Metallic,2021,BMW,3 Series,"$47,595","6,547 Miles",Silver Spring,used,BMW of Silver Spring,MD,330i xDrive,sedan
WDDGF8BB5CR229595,Silver,2012,Mercedes-Benz,C-Class,"$18,998","69,430 Miles",Laurel,used,CarMax Laurel - Now offering Curbside Pickup,MD,C 300 Sport 4MATIC,sedan
1C4RJKBG4M8105108,Silver Zynith,2021,Jeep,Grand Cherokee L,"$46,251",New,West Palm Beach,new,Arrigo Chrysler Dodge Jeep RAM of West Palm Beach,FL,Limited,suv
JTJYARBZ7K2140096,White,2019,Lexus,NX 300,"$33,588","9,108 Miles",Garden Grove,used,STG Auto Group of Garden Grove,CA,Base,crossover
LRBFXBSA0HD191395,Summit White,2017,Buick,Envision,"$27,590","31,863 Miles",Milton,certified pre-owned,McKenzie Motors,FL,Essence,suv
1FTEX1EP3KKC06420,Ingot Silver,2019,Ford,F-150,"$34,499","17,831 Miles",Stafford,used,Texas Direct Auto,TX,XL,truck
3TMJU4GN6FM178180,Blue,2015,Toyota,Tacoma,"$26,500","95,017 Miles",Auburn,used,Shift Seattle - Test Drives Delivered to You,WA,PreRunner V6,truck
5TDZZRAHXMS535782,Blueprint,2021,Toyota,Highlander,"$38,828",New,Phoenix,new,Camelback Toyota,AZ,LE,suv
WA1LAAF79JD010762,Carrara White,2018,Audi,Q7,"$42,990","31,305 Miles",Forest Hills,used,Sunrise Chevrolet,NY,3.0T quattro Premium Plus,suv
JF1VA2Y61L9808001,Magnetite Gray Metallic,2020,Subaru,WRX,"$42,000","15,184 Miles",San Diego,used,Courtesy Chevrolet Center,CA,STI Limited,sedan
1FTEW1CF7FKE47416,Oxford White,2015,Ford,F-150,"$33,499","38,877 Miles",Selma,used,Gunn Buick GMC,TX,Lariat,truck
3TMCZ5AN9HM058465,Silver,2017,Toyota,Tacoma,"$39,999","70,791 Miles",Spokane Valley,used,Northwest Motorsport - Spokane,WA,TRD Off-Road,truck
JM3KFBCM9M0450177,Gray,2021,Mazda,CX-5,"$30,180",New,Carlsbad,new,Bob Baker Mazda,CA,Touring,suv
5TDKZ3DC1LS045728,Silver,2020,Toyota,Sienna,"$30,998","39,915 Miles",Denton,used,CarMax Denton - Now offering Curbside Pickup and Home Delivery,TX,LE 8-Passenger,minivan
2HGFC2F63KH534294,Cosmic Blue Metallic,2019,Honda,Civic,"$19,995","23,981 Miles",Monroe,used,CarLotz - Charlotte,NC,LX,sedan
1G1FB3DS5J0116256,Nightfall Gray Metallic,2018,Chevrolet,Camaro,"$28,999","48,429 Miles",Stafford,used,Texas Direct Auto,TX,LT,convertible
5NPE24AF1JH676813,Machine Gray,2018,Hyundai,Sonata,"$17,999","17,873 Miles",Santa Ana,used,California Motors Direct1,CA,SE,sedan
4JGDF6EE2HA921600,Selenite Grey,2017,Mercedes-Benz,GLS,"$41,499","43,482 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,GLS 450,suv
3GCUYDED7MG412088,Iridescent Pearl Tricoat,2021,Chevrolet,Silverado 1500,"$49,735",New,Chesapeake,new,Hall Chevrolet Chesapeake,VA,LT,truck
2HKRW2H81MH674467,Platinum White,2021,Honda,CR-V,"$33,570",New,St Charles,new,McGrath Honda,IL,EX-L,suv
W1N4N4HB9MJ120646,Mountain Gray Metallic,2021,Mercedes-Benz,GLA,"$43,987","1,561 Miles",Monterey,used,Mercedes-Benz of Monterey,CA,GLA 250 4MATIC,suv
1GYS3BKJ9JR329143,Black Raven,2018,Cadillac,Escalade,"$44,995","99,856 Miles",Houston,used,Ultimate Motorsports,TX,Luxury,suv
5TDBKRFH2GS280595,Red,2016,Toyota,Highlander,"$31,998","35,631 Miles",Greenville,used,CarMax Greenville - Now offering Curbside Pickup,SC,LE,suv
1GCVKREC4FZ406925,White,2015,Chevrolet,Silverado 1500,"$30,500","45,695 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,LT,truck
KL4CJASB3HB032613,White,2017,Buick,Encore,"$18,998","50,641 Miles",Gilbert,used,CarMax Phoenix-Gilbert - Now offering Curbside Pickup,AZ,Preferred,suv
JF1ZCAC10H9605285,Silver,2017,Subaru,BRZ,"$27,998","32,508 Miles",Westborough,used,CarMax Westborough - Now offering Curbside Pickup,MA,Limited,coupe
WBY1Z4C57EV275236,White,2014,BMW,i3,"$18,950","41,835 Miles",Sacramento,used,Shift Sacramento - Test Drives Delivered to You,CA,Base,hatchback
3GNCJRSB5JL322903,Storm Blue Metallic,2018,Chevrolet,Trax,"$20,724","33,228 Miles",Catonsville,used,BMW of Catonsville,MD,Premier,crossover
WDDWJ6EB3HF485415,Black,2017,Mercedes-Benz,C-Class,"$40,558","56,233 Miles",Santa Monica,used,Major Motor Cars,CA,AMG C 43,coupe
JTMDFREV6JD236607,Electric Storm Blue,2018,Toyota,RAV4,"$28,755","61,659 Miles",Greer,used,Bradshaw Chevy Buick GMC Cadillac,SC,Limited,suv
1C3CCCAB9FN687470,Silver,2015,Chrysler,200,"$15,998","79,359 Miles",Newport News,used,CarMax Newport News - Now offering Curbside Pickup and Home Delivery,VA,Limited,sedan
1G1BE5SMXK7144925,"Silver,blade",2019,Chevrolet,Cruze,"$15,717","53,599 Miles",Warminster,used,Hertz Car Sales Warminster,PA,LT,sedan
3C63R3ML6KG552617,Gray,2019,Ram,Pickup 3500,"$84,999","10,673 Miles",Lynnwood,used,Northwest Motorsport - Snohomish,WA,Laramie,truck
JTDDPRAE8LJ080285,Super White,2020,Toyota,Corolla,"$18,600","24,903 Miles",Margate,used,Florida Fine Cars - Margate,FL,L,sedan
3FA6P0LU1KR188931,Ingot Silver Metallic,2019,Ford,Fusion Hybrid,"$18,999","42,348 Miles",Santa Ana,used,California Motors Direct1,CA,SE,sedan
1C4HJWDG5CL136833,Black Clearcoat,2012,Jeep,Wrangler Unlimited,"$26,500","82,048 Miles",Newport News,used,Hall Hyundai Newport News,VA,Sport,suv
KMHGH4JH8DU062727,White Satin Pearl,2013,Hyundai,Equus,"$15,499","109,734 Miles",Stafford,used,Texas Direct Auto,TX,Signature,sedan
1C4HJWEG9JL820974,Granite Crysta,2018,Jeep,Wrangler Unlimited,"$36,933","55,452 Miles",Baton Rouge,used,Team Honda,LA,Altitude,suv
3KPA24AB7KE160831,"Silver,silky",2019,Kia,Rio,"$15,888","55,572 Miles",Sanford,used,Hertz Car Sales Sanford,FL,S,sedan
2T3WFREVXDW069829,Super White,2013,Toyota,RAV4,"$16,699","85,095 Miles",Montclair,used,Montclair Auto Exchange,CA,XLE,suv
1GC4YREY2LF178488,Brown,2020,Chevrolet,Silverado 2500HD,"$78,998","13,210 Miles",Madison,used,CarMax Madison - Now Open,WI,High Country,truck
2FMGK5C8XJBA18671,Red,2018,Ford,Flex,"$24,999","30,695 Miles",Orlando,used,Off Lease Only Orlando,FL,SEL,crossover
3TMDZ5BNXHM016115,White,2017,Toyota,Tacoma,"$35,350","66,419 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,SR5 V6,truck
5XXGN4A72FG405366,Bright Silver,2015,Kia,Optima,"$12,799","82,869 Miles",Fontana,used,Fontana Motors Direct,CA,EX,sedan
1FTEW1E59JKD62557,Red,2018,Ford,F-150,"$56,999","23,901 Miles",Puyallup,used,Northwest Motorsport - Puyallup,WA,Lariat,truck
2C3CDXHG8MH632973,Gray,2021,Dodge,Charger,"$32,072",New,Webster,new,Clear Lake Chrysler Jeep Dodge Ram,TX,GT,sedan
1N6AD0EV4EN747721,Gray,2014,Nissan,Frontier,"$27,998","43,826 Miles",Warrensville Heights,used,CarMax Cleveland East - Now offering Curbside Pickup,OH,SV,truck
1C6RR6LT4ES258868,Granite Crystal Metallic Clearcoat,2014,Ram,Pickup 1500,"$22,899","107,082 Miles",Denton,used,Sign It Drive It,TX,Lone Star,truck
