vin,display_color,year,make,model,price,mileage,city,condition,dealer_name,state,trim,body_style
1FTEW1EP9HFA39579,White Gold,2017,Ford,F-150,"$39,998","34,853 Miles",Hooksett,used,Merchants Automotive Group,NH,Lariat,truck
W1KWF8DB3MR611540,Black,2021,Mercedes-Benz,C-Class,"$41,982",New,Grapevine,new,Mercedes-Benz Grapevine,TX,C 300,sedan
1FT7W2BT4KEE78170,Black,2019,Ford,F-250 Super Duty,"$75,554","36,771 Miles",Bay City,used,Reliance Chevrolet Buick GMC,TX,Platinum,truck
1GCPWBEH8KZ308605,Satin Steel Metallic,2019,Chevrolet,Silverado 1500,"$37,995","19,264 Miles",Selma,certified pre-owned,"Gunn Chevrolet, Ltd.",TX,Custom,truck
JM3KFBDYXK0571458,Snowflake White Pearl Mica,2019,Mazda,CX-5,"$31,500","12,532 Miles",Santa Fe,used,Octane Buick GMC of Santa Fe,NM,Grand Touring Reserve,suv
WDDPK5HA1CF023782,Steel Grey Metallic,2012,Mercedes-Benz,SLK,"$20,499","86,059 Miles",Stafford,used,Texas Direct Auto,TX,SLK 350,convertible
3GKALPEV9KL236116,"White,summit",2019,GMC,Terrain,"$22,492","66,192 Miles",Bedford,used,Hertz Car Sales Bedford,TX,SLT,suv
4T1BF1FK2GU583093,Burgundy,2016,Toyota,Camry,"$21,998","47,532 Miles",Clearwater,used,CarMax Clearwater - Now offering Curbside Pickup and Home Delivery,FL,XLE,sedan
JTMY1RFV9MD079576,Silver,2021,Toyota,RAV4,"$38,977",New,Cathedral City,new,Toyota of the Desert,CA,Limited,suv
WAUFNAF42KA075658,Manhattan Gray Metallic,2019,Audi,A4,"$34,999","31,520 Miles",Stafford,used,Texas Direct Auto,TX,2.0T quattro Prestige,sedan
KMHGN4JE8JU284677,Casablanca White,2018,Genesis,G80,"$28,799","31,968 Miles",Miami,used,Florida Fine Cars Miami,FL,3.8L,sedan
1C4PJMBB2EW152416,Granite Crystal Metallic Clearcoat,2014,Jeep,Cherokee,"$16,933","106,123 Miles",Medina,used,Medina Auto Mall,OH,Trailhawk,suv
1C6RR7YT0HS808778,Silver,2017,Ram,Pickup 1500,"$46,999","42,141 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,Rebel,truck
3FA6P0SU5GR294078,Ruby Red Metallic Tinted Clearcoat,2016,Ford,Fusion Energi,"$15,999","47,093 Miles",Inwood,used,5 Towns Drive,NY,Titanium,sedan
JM3KFBDM5K0603570,Blue,2019,Mazda,CX-5,"$31,245","13,377 Miles",Voorhees,used,Auto Lenders Voorhees,NJ,Grand Touring,suv
1FTEW1E42LKD99055,White,2020,Ford,F-150,"$47,999","14,914 Miles",Puyallup,used,Northwest Motorsport - Puyallup,WA,XLT,truck
5LMCJ1D97JUL07287,Red,2018,Lincoln,MKC,"$25,998","38,381 Miles",Buford,used,CarMax Buford - Now offering Curbside Pickup and Home Delivery,GA,Premiere,suv
3C4NJDDB7KT744786,White Clearcoat,2019,Jeep,Compass,"$21,829","71,778 Miles",Morrow,used,Hertz Car Sales Morrow,GA,Trailhawk,suv
JM1GL1UM7J1304933,Blue,2018,Mazda,Mazda6,"$18,395","49,692 Miles",Grandville,used,Borgman Ford Mazda,MI,Sport,sedan
1FTEW1EP3KKD01000,Agate Black Metallic,2019,Ford,F-150,"$38,644","14,242 Miles",Forest Lake,used,Forest Lake Chrysler Dodge Jeep & Ram,MN,XL,truck
3C6TR5EJ3KG712736,White,2019,Ram,Pickup 2500,"$65,998","17,778 Miles",Palmdale,used,CarMax Palmdale - Now offering Curbside Pickup and Home Delivery,CA,Power Wagon,truck
1HGCV1F36KA154670,White,2019,Honda,Accord,"$28,499","2,215 Miles",Stafford,used,Texas Direct Auto,TX,Sport,sedan
3KPF24AD9KE032680,Black,2019,Kia,Forte,"$19,203","32,523 Miles",Albertville,used,Howard Bentley Buick GMC,AL,LXS,sedan
5TFAY5F13JX773600,Midnight Black Metallic,2018,Toyota,Tundra,"$49,999","14,382 Miles",Stafford,used,Texas Direct Auto,TX,Platinum,truck
1C6SRFJT4MN774388,Billet Silver Metallic Clearcoat,2021,Ram,Pickup 1500,"$60,245",New,Fort Worth,new,Moritz Chrysler Jeep Dodge,TX,Laramie,truck
KNDJ23AU5M7774940,Snow White Pearl,2021,Kia,Soul,"$21,785","7,859 Miles",Houston,used,Jeff Haas Mazda,TX,LX,crossover
KL4CJFSB3JB633734,Silver,2018,Buick,Encore,"$22,789","26,145 Miles",Denver,used,EchoPark Automotive Denver (Thornton),CO,Preferred II,suv
1C6RRFFG5MN823267,Diamond Black Crystal Pearlcoat,2021,Ram,Pickup 1500,"$49,708",New,Winnie,new,Winnie Dodge Chrysler Jeep Ram,TX,Big Horn,truck
1FTEW1EG8GKE71957,Black,2016,Ford,F-150,"$26,355","152,000 Miles",Hutto,used,Covert Ford/Chevrolet Hutto,TX,XLT,truck
1GNKRFED5GJ281561,Silver,2016,Chevrolet,Traverse,"$22,998","47,899 Miles",Lubbock,used,CarMax Lubbock - Now offering Curbside Pickup,TX,LS,suv
JTEBU5JR7J5491772,Red,2018,Toyota,4Runner,"$42,998","31,506 Miles",Loveland,used,CarMax Loveland - Now offering Curbside Pickup and Home Delivery,CO,Limited,suv
WA18NAF49HA041764,Black,2017,Audi,A4 allroad,"$34,998","45,319 Miles",Tulsa,used,CarMax Tulsa - Now offering Curbside Pickup,OK,2.0T quattro Premium Plus,wagon
1GNSCJKC5GR117275,Champagne Silver Metallic,2016,Chevrolet,Suburban,"$36,995","95,059 Miles",Houston,used,Ultimate Motorsports,TX,LTZ 1500,suv
3GCUKSEJ5JG242322,Silver,2018,Chevrolet,Silverado 1500,"$43,969","57,868 Miles",Ankeny,used,Dewey Dodge Chrysler Jeep Ram,IA,LTZ,truck
1C4SDJGJ0KC581440,White,2019,Dodge,Durango,"$67,996","22,992 Miles",Lynnwood,used,Northwest Motorsport - Snohomish,WA,SRT,suv
WVGTMPE28MP055616,Silver,2021,Volkswagen,ID.4,"$46,449",New,Orem,new,Ken Garff Volkswagen,UT,Pro S,crossover
2FMHK6DT7DBD17620,Ginger Ale Metallic,2013,Ford,Flex,"$12,000","132,222 Miles",Pinconning,used,Schafer Chevrolet,MI,Limited,crossover
5TFRM5F14JX129442,Black,2018,Toyota,Tundra,"$31,891","72,602 Miles",Katy,used,Toyota of Katy,TX,SR5,truck
1GCHSBEA5K1223657,Blue,2019,Chevrolet,Colorado,"$25,499","20,651 Miles",Stafford,used,Texas Direct Auto,TX,Work Truck,truck
5LMCJ3C94HUL71911,White,2017,Lincoln,MKC,"$27,789","26,919 Miles",Charlotte,used,EchoPark Automotive Charlotte,NC,Reserve,suv
JTMNFREV8JJ751016,Blue,2018,Toyota,RAV4,"$29,995","44,100 Miles",Mesquite,used,Mesquite Ford Lincoln RV,NV,SE,suv
3VWN57BU2KM004029,Pure White,2019,Volkswagen,Jetta,"$19,350","21,113 Miles",Bonita Springs,used,Hertz Car Sales Bonita Springs,FL,1.4T S,sedan
1GNSKCKC9FR185396,Black,2015,Chevrolet,Tahoe,"$33,683","122,476 Miles",Austin,used,Covert Ford Lincoln-Austin,TX,LTZ,suv
1N6AD0ER0GN746653,White,2016,Nissan,Frontier,"$18,492","100,999 Miles",Houston,used,Northwest Chrysler Jeep Ram Dodge Ram,TX,SV,truck
5J8TB3H55JL011862,Lunar Silver M,2018,Acura,RDX,"$29,466","25,398 Miles",Baton Rouge,used,Team Honda,LA,w/Tech,suv
KM8K33A38NU794428,Blue,2022,Hyundai,Kona,"$26,945",New,Friendswood,new,Big Star Hyundai,TX,N Line,suv
SALGS5FE4HA356250,Black,2017,Land Rover,Range Rover,"$63,998","58,435 Miles",Merriam,used,CarMax Kansas City - Now offering Curbside Pickup,KS,Supercharged LWB,suv
2T2YZMDA4LC214532,Gray,2020,Lexus,RX 350,"$53,988","15,455 Miles",Lexington,used,Don Franklin Auto Mall Lexington,KY,F SPORT Performance,suv
KNMAT2MV8JP609813,Black,2018,Nissan,Rogue,"$24,998","26,334 Miles",White Marsh,used,CarMax White Marsh - Now offering Curbside Pickup,MD,SV,crossover
1C4RJEAG1JC301020,Bright White,2018,Jeep,Grand Cherokee,"$34,630","18,412 Miles",Riverside,used,Moss Bros Chrysler Jeep Dodge Riverside,CA,Laredo E,suv
1G1FX6S01H4147608,Silver,2017,Chevrolet,Bolt EV,"$20,939","28,536 Miles",Tampa,used,EchoPark Tampa,FL,Premier,hatchback
1G1ZD5ST7KF170560,"Gray,shadow",2019,Chevrolet,Malibu,"$18,350","55,840 Miles",Salt Lake City,used,Hertz Car Sales Salt Lake City,UT,LT,sedan
1C6RR7KT5KS541413,White,2019,Ram,Pickup 1500 Classic,"$32,998","23,295 Miles",Merrillville,used,CarMax Merrillville - Now offering Curbside Pickup,IN,Tradesman,truck
JF2SKAXC9MH521722,Crystal White Pearl,2021,Subaru,Forester,"$37,093",New,Bloomfield,new,Lynnes Auto Group,NJ,Touring,crossover
1C6SRFHT4LN109303,Bright White Clear Coat,2020,Ram,Pickup 1500,"$52,999","17,569 Miles",Stafford,used,Texas Direct Auto,TX,Limited,truck
2C3CDXCT9JH221615,Octane Red Pearlcoat,2018,Dodge,Charger,"$40,500","20,152 Miles",Kennesaw,used,Autonomous,GA,R/T,sedan
2T2BK1BA4CC136152,Black,2012,Lexus,RX 350,"$20,998","101,322 Miles",Danvers,used,CarMax Danvers - Now offering Curbside Pickup,MA,Base,suv
ZASFAKPN1J7B70260,Montecarlo Blue Metallic,2018,Alfa Romeo,Stelvio,"$31,499","21,835 Miles",Miami,used,Florida Fine Cars Miami,FL,Sport,crossover
1N6AA1E51HN548225,Glacier White,2017,Nissan,Titan,"$29,002","77,363 Miles",Dallas,used,"Young Chevrolet, Inc.",TX,SV,truck
SALWR2TF1FA508811,Black,2015,Land Rover,Range Rover Sport,"$42,984","102,704 Miles",Salt Lake City,used,Jaguar Land Rover Downtown Salt Lake City,UT,Supercharged,suv
3GTP9EEL9MG455161,White,2021,GMC,Sierra 1500,"$60,010",New,Clive,new,Stew Hansen Buick GMC,IA,AT4,truck
1C4RJFBG3EC579878,Brilliant Black Crystal Pearlcoat,2014,Jeep,Grand Cherokee,"$21,985","86,614 Miles",Silver Spring,used,DARCARS Toyota of Silver Spring,MD,Limited,suv
KL4CJCSM3KB901814,Satin Steel,2019,Buick,Encore,"$19,035","63,004 Miles",San Antonio,used,Hertz Car Sales San Antonio North East,TX,Essence,suv
5NPE24AF8KH759611,Phantom Black,2019,Hyundai,Sonata,"$19,499","51,837 Miles",Stone Mountain,used,Hertz Car Sales Stone Mountain,GA,SE,sedan
WP0AB2A90LS227057,White,2020,Porsche,911,"$134,800","7,561 Miles",Linden,used,Deluxe Auto Sales of Linden,NJ,Carrera S,coupe
4JGDA5HB6JB127239,Polar White,2018,Mercedes-Benz,GLE,"$41,895","30,131 Miles",Annapolis,used,Mercedes-Benz of Annapolis,MD,GLE 350 4MATIC,suv
4T1B11HK8KU724401,Blue,2019,Toyota,Camry,"$24,998","31,598 Miles",Houston,used,CarMax Southwest Freeway - Now offering Curbside Pickup and Home Delivery,TX,SE,sedan
KNMAT2MV8KP538713,Black,2019,Nissan,Rogue,"$22,979","30,603 Miles",Charlotte,used,EchoPark Automotive Charlotte,NC,SV,crossover
1FTEW1E40LFA87941,White,2020,Ford,F-150,"$62,771","12,177 Miles",St George,used,Ken Garff St. George Ford Lincoln,UT,Platinum,truck
KL4MMFSL6MB130370,Ebony Twilight Metallic,2021,Buick,Encore GX,"$29,135",New,Pembroke Pines,new,Vera Motors,FL,Essence,suv
5J6RW2H99JL010511,White Diamond Pearl,2018,Honda,CR-V,"$34,050","4,389 Miles",Highlands Ranch,used,Schomp Honda,CO,Touring,suv
5TFCZ5AN2KX191277,Gray,2019,Toyota,Tacoma,"$44,999","33,468 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,TRD Sport,truck
WP0AB2A90ES120190,Agate Gray Metallic,2014,Porsche,911,"$74,989","36,334 Miles",Dallas,used,Texas Cars Direct,TX,Carrera S,coupe
5YFBURHE0KP885133,"Silver,classic",2019,Toyota,Corolla,"$17,774","56,429 Miles",Stockton,used,Hertz Car Sales Stockton,CA,LE,sedan
1FTEW1E49LKD68904,Blue,2020,Ford,F-150,"$51,999","29,339 Miles",Pasco,used,Northwest Motorsport - Pasco,WA,XLT,truck
WP0AF2A93KS164684,Guards Red,2019,Porsche,911,"$239,888","11,586 Miles",Boerne,used,Mark Motors,TX,GT3 RS,coupe
1C4BJWDG8HL755455,Black Clearcoat,2017,Jeep,Wrangler Unlimited,"$27,991","120,945 Miles",Fort Worth,used,Hiley Buick/GMC,TX,Sport,suv
1FTFW1E81MFC27875,Agate Black Metallic,2021,Ford,F-150,"$57,250",New,Spring,new,Planet Ford,TX,XLT,truck
1C4RDJAG2KC534194,Vice White,2019,Dodge,Durango,"$32,499","15,959 Miles",Stafford,used,Texas Direct Auto,TX,SXT,suv
1C6RR7JT0FS657934,Burgundy,2015,Ram,Pickup 1500,"$36,998","39,885 Miles",Cranston,used,CarMax Warwick - Now offering Curbside Pickup,RI,Laramie,truck
1FT7W2BT9KEF10482,Burgundy,2019,Ford,F-250 Super Duty,"$73,998","13,621 Miles",Las Vegas,used,CarMax West Sahara - Now offering Curbside Pickup and Home Delivery,NV,Lariat,truck
1FTFX1EGXJFB84217,Gray,2018,Ford,F-150,"$32,998","57,527 Miles",Bloomington,used,CarMax Bloomington - Now offering Curbside Pickup,IL,XLT,truck
JN1EV7AR7JM445409,Pure White,2018,Infiniti,Q50,"$20,850","38,640 Miles",Bronx,used,26 Motors,NY,3.0T Luxe,sedan
1GCGTDE31G1180870,GRAY,2016,Chevrolet,Colorado,"$33,081","56,395 Miles",Maple Shade,used,Car Revolution,NJ,Z71,truck
5N1AT2MT0JC790097,Pearl,2018,Nissan,Rogue,"$21,998","44,945 Miles",Doral,used,CarMax Miami (International Mall) - Now offering Curbside Pickup and Home Delivery,FL,SV,crossover
JTEBU5JR2G5307203,Super White,2016,Toyota,4Runner,"$31,995","91,392 Miles",Bloomfield,used,Lynnes Auto Group,NJ,SR5,suv
3TMAZ5CN4GM025523,Super White,2016,Toyota,Tacoma,"$30,998","99,479 Miles",Phoenix,used,Camelback Toyota,AZ,TRD Sport,truck
3C6RR7KG9MG665214,Granite Crystal,2021,Ram,Pickup 1500 Classic,"$40,960",New,Riverside,new,Moss Bros Chrysler Jeep Dodge Riverside,CA,Tradesman,truck
2G1FC1ED4B9116757,Red Jewel Tintcoat,2011,Chevrolet,Camaro,"$21,975","22,822 Miles",Moline,used,Hiland Toyota,IL,LT,coupe
5TFDY5F19LX898889,Magnetic Grey Metallic,2020,Toyota,Tundra,"$43,999","27,353 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,SR5,truck
1FTEW1E51KFB69748,Ingot Silver Metallic,2019,Ford,F-150,"$37,500","32,045 Miles",Cedar Falls,used,Dan Deery Toyota,IA,XLT,truck
1C4RJEBG6JC430076,Gray,2018,Jeep,Grand Cherokee,"$30,289","43,503 Miles",Avondale,used,EchoPark Automotive Phoenix (Avondale),AZ,Limited,suv
ZACNJABB0KPK88443,Colorado Red Clearcoat,2019,Jeep,Renegade,"$23,999","17,448 Miles",Urbandale,certified pre-owned,Stew Hansen Chrysler Jeep Dodge Ram,IA,Latitude,suv
1C4HJXDN1LW300761,White,2020,Jeep,Wrangler Unlimited,"$39,998","7,247 Miles",Meridian,used,CarMax Boise (Meridian) - Now offering Curbside Pickup,ID,Sport,suv
2T3ZFREV3GW283952,Orange,2016,Toyota,RAV4,"$18,998","102,542 Miles",El Paso,used,CarMax El Paso - Now offering Curbside Pickup,TX,LE,suv
5FPYK3F83KB017320,Crystal Black Pearl,2019,Honda,Ridgeline,"$35,995","40,494 Miles",Sullivan,used,Laura Chevrolet Buick GMC of Sullivan,MO,Black Edition,truck
1FADP3L90GL383963,Gray,2016,Ford,Focus,"$21,998","49,714 Miles",Irvine,used,CarMax Irvine - Now offering Curbside Pickup and Home Delivery,CA,ST,hatchback
1FMCU0J90KUA26863,Gray,2019,Ford,Escape,"$24,629","46,104 Miles",Plano,used,EchoPark Automotive Dallas (Plano),TX,Titanium,suv
KMHD84LF3JU628142,Black Diamond,2018,Hyundai,Elantra,"$17,599","26,918 Miles",Montclair,used,Montclair Auto Exchange,CA,SEL,sedan
1HGCV1F33KA107824,Gray,2019,Honda,Accord,"$27,998","14,293 Miles",Las Vegas,used,CarMax West Sahara - Now offering Curbside Pickup and Home Delivery,NV,Sport,sedan
3MVDMADL3MM300536,Red,2021,Mazda,CX-30,"$30,570",New,Carlsbad,new,Bob Baker Mazda,CA,Premium,suv
5FPYK3F77MB023793,Silver,2021,Honda,Ridgeline,"$44,040",New,Highlands Ranch,new,Schomp Honda,CO,RTL-E,truck
JTJYARBZ8J2089870,Gray,2018,Lexus,NX 300,"$32,574","29,219 Miles",Torrance,used,South Bay Lexus,CA,Base,crossover
W1N4M4HB4MW102920,Polar White,2021,Mercedes-Benz,GLB,"$47,965",New,Salt Lake City,new,Mercedes-Benz of Salt Lake City,UT,GLB 250 4MATIC,suv
WBXYJ3C38JEJ75109,Silver,2018,BMW,X2,"$28,998","25,089 Miles",Torrance,used,CarMax Torrance - Now offering Curbside Pickup and Home Delivery,CA,sDrive28i,suv
JN1CV6EK2EM113382,Gray,2014,Infiniti,Q60,"$19,998","58,501 Miles",Tampa,used,CarMax Tampa - Now offering Curbside Pickup and Home Delivery,FL,Journey,coupe
2C3CCABG7KH628791,Gloss Black,2019,Chrysler,300,"$28,700","43,694 Miles",Fort Worth,used,Moritz Chrysler Jeep Dodge,TX,S,sedan
JM3KFBAY8M0456137,Eternal Blue Mica,2021,Mazda,CX-5,"$35,625",New,Lutherville,new,Heritage Mazda Towson,MD,Grand Touring Reserve,suv
1C4RDJAG4LC372814,Gray,2020,Dodge,Durango,"$37,998","15,573 Miles",Warrensville Heights,used,CarMax Cleveland East - Now offering Curbside Pickup,OH,SXT,suv
3VW267AJ3GM285546,Pure White,2016,Volkswagen,Jetta,"$14,899","32,741 Miles",Montclair,used,Montclair Auto Exchange,CA,1.4T S,sedan
1G1FW6S04H4189628,Summit White,2017,Chevrolet,Bolt EV,"$19,699","28,537 Miles",Montebello,used,LA Auto Exchange,CA,LT,hatchback
5TFUY5F18JX697837,BLACK,2018,Toyota,Tundra,"$35,000","68,348 Miles",Grafton,used,Toothman Ford,WV,SR,truck
KL4CJGSM1KB790865,Summit White,2019,Buick,Encore,"$22,377","26,500 Miles",Warminster,used,Hertz Car Sales Warminster,PA,Essence,suv
1FTEW1C86AFB69675,Red,2010,Ford,F-150,"$26,998","47,007 Miles",Louisville,used,CarMax Louisville - Now offering Curbside Pickup,KY,XLT,truck
JTMRJREV5JD226106,Red,2018,Toyota,RAV4 Hybrid,"$29,998","21,660 Miles",Greenville,used,CarMax Greenville - Now offering Curbside Pickup,SC,XLE,suv
1FTEW1EG0JKE88162,Silver,2018,Ford,F-150,"$46,999","28,829 Miles",Puyallup,used,Northwest Motorsport - Puyallup,WA,XLT,truck
1FT7W2BT6MED66022,Blue,2021,Ford,F-250 Super Duty,"$91,998",159 Miles,Raleigh,used,CarMax Raleigh - Now offering Curbside Pickup and Home Delivery,NC,Platinum,truck
WAUGFAFC8DN081324,Silver,2013,Audi,A6,"$18,988","59,287 Miles",San Rafael,used,Marin Mazda,CA,2.0T quattro Premium Plus,sedan
JF1VA1E67G9834865,Ice Silver Metallic,2016,Subaru,WRX,"$25,999","52,853 Miles",Montclair,used,IE Motors Direct,CA,Premium,sedan
1HGCV2F96MA005544,Platinum White Pearl,2021,Honda,Accord,"$38,050",New,Virginia Beach,new,Hall Honda Virginia Beach,VA,Touring,sedan
2T3G1RFVXKW039504,Black,2019,Toyota,RAV4,"$27,980","28,629 Miles",Silver Spring,used,DARCARS Toyota of Silver Spring,MD,LE,suv
1C4SDHCT2MC845826,DB Black Crystal Clearcoat,2021,Dodge,Durango,"$53,622",New,Arlington,new,Classic Chrysler Dodge Jeep Ram Fiat,TX,R/T,suv
3VWDB7AJ9HM275478,Black,2017,Volkswagen,Jetta,"$14,995","44,974 Miles",Miami,used,Florida Fine Cars Miami,FL,1.4T SE,sedan
1FM5K8F85JGB57622,Blue,2018,Ford,Explorer,"$31,500","74,438 Miles",Dublin,used,Twins Auto of Dublin,OH,Limited,suv
WAUB8GFF9J1021539,Nano Gray Metallic/Black Roof,2018,Audi,A3,"$27,195","12,578 Miles",Van Nuys,used,Russell Westbrook Alfa Romeo,CA,2.0T quattro Premium,sedan
55SWF4KB3HU215091,designo Cardinal Red Metallic,2017,Mercedes-Benz,C-Class,"$25,499","47,504 Miles",Margate,used,Florida Fine Cars - Margate,FL,C 300 4MATIC,sedan
3GKALMEX7JL136322,Graphite Gray Metallic,2018,GMC,Terrain,"$25,866","26,024 Miles",Greenville,certified pre-owned,Parks Buick GMC,SC,SLE,suv
5TDJZRFH3HS378284,Black,2017,Toyota,Highlander,"$30,998","44,619 Miles",Cranston,used,CarMax Warwick - Now offering Curbside Pickup,RI,SE,suv
2C3CDXGJ6JH312642,Blue,2018,Dodge,Charger,"$47,998","6,166 Miles",Columbus,used,CarMax Columbus Easton - Now offering Curbside Pickup and Home Delivery,OH,R/T Scat Pack,sedan
19XFC2F72GE013500,Gray,2016,Honda,Civic,"$18,998","59,591 Miles",Jensen Beach,used,CarMax Jensen Beach - Now offering Curbside Pickup and Home Delivery,FL,EX,sedan
1C4PJLDB5KD419451,Diamond Black Crystal Pearlcoat,2019,Jeep,Cherokee,"$23,299","61,251 Miles",Stone Mountain,used,Hertz Car Sales Stone Mountain,GA,Limited,suv
5TFTX4GN8DX014730,Gray,2013,Toyota,Tacoma,"$23,550","45,594 Miles",Sacramento,used,Shift Sacramento - Test Drives Delivered to You,CA,PreRunner,truck
WDDZF4JB1JA293762,Blue,2018,Mercedes-Benz,E-Class,"$38,998","17,958 Miles",Fairfield,used,CarMax Fairfield - Now offering Curbside Pickup and Home Delivery,CA,E 300,sedan
1FA6P8CF2L5175559,Red,2020,Ford,Mustang,"$40,998","4,139 Miles",St. Louis,used,CarMax St. Louis South Lindbergh - Now offering Curbside Pickup,MO,GT,coupe
1GCGSCENXJ1261887,Summit White,2018,Chevrolet,Colorado,"$25,999","72,176 Miles",Los Angeles,used,Universal City Nissan,CA,LT,truck
1N4BL4CW1MN356401,Pearl White Tricoat,2021,Nissan,Altima,"$30,990",New,Middletown,new,Middletown Nissan,CT,2.5 SR,sedan
5N1AZ2MH5JN187435,Java Metallic,2018,Nissan,Murano,"$34,777","24,014 Miles",Urbandale,used,Stew Hansen Chrysler Jeep Dodge Ram,IA,Platinum,suv
3GNKBGRS8KS625152,Summit White,2019,Chevrolet,Blazer,"$33,000","23,747 Miles",Grafton,used,Toothman Ford,WV,LT,suv
JTHBZ1B16K2000469,Nebula Gray Pearl,2019,Lexus,ES 350,"$37,989","14,509 Miles",Henderson,used,EchoPark Automotive Las Vegas,NV,Base,sedan
2T3BFREV0JW852460,Black,2018,Toyota,RAV4,"$24,350","25,009 Miles",Wilkes Barre,used,MotorWorld Pre-Owned,PA,LE,suv
1C4RDJDG0JC187409,Granite Metallic Clear Coat,2018,Dodge,Durango,"$35,999","36,284 Miles",Stafford,used,Texas Direct Auto,TX,GT,suv
1GNSKHKC2KR330317,"Gray,shadow",2019,Chevrolet,Suburban,"$45,991","62,032 Miles",Houston,used,Hertz Car Sales Houston,TX,LT 1500,suv
5J8TB3H33GL015724,Slate Silver Metallic,2016,Acura,RDX,"$25,800","32,361 Miles",Vallejo,used,AutoLinx Inc.,CA,Base,suv
JTJDARBZ9M2198647,Gray,2021,Lexus,NX 300,"$42,035",New,Plano,new,Park Place Lexus Plano,TX,Base,crossover
1FADP3F29JL292616,Silver,2018,Ford,Focus,"$16,500","21,130 Miles",South San Francisco,used,Shift SF - Test Drives Delivered to You,CA,SE,sedan
1GKS2GKC1GR147568,Light Steel Gray Metallic,2016,GMC,Yukon XL,"$36,952","107,553 Miles",Sykesville,used,Antwerpen Chevrolet,MD,SLT 1500,suv
JTEBU5JRXJ5495153,White,2018,Toyota,4Runner,"$37,998","55,250 Miles",Knoxville,used,CarMax Knoxville - Now offering Curbside Pickup,TN,SR5 Premium,suv
1GYKNARS2JZ173000,Brown,2018,Cadillac,XT5,"$31,998","32,338 Miles",Hillside,used,CarMax Hillside (Eisenhower Expy) - Now offering Curbside Pickup,IL,Base,suv
3GKALMEX1JL132363,Coppertino Metallic,2018,GMC,Terrain,"$24,599","35,820 Miles",Indianapolis,used,Champion Chrysler Dodge Jeep Ram,IN,SLE,suv
JM3KFBBM8J0389241,Snowflake White Pearl Mica,2018,Mazda,CX-5,"$22,890","28,213 Miles",Forest Hills,used,Sunrise Chevrolet,NY,Sport,suv
2FTRF07393CA83348,Gray,2003,Ford,F-150 SVT Lightning,"$26,999","131,100 Miles",Lynnwood,used,Northwest Motorsport - Snohomish,WA,Base,truck
5TDKK3DC4DS368760,Gray,2013,Toyota,Sienna,"$21,998","70,907 Miles",Fresno,used,CarMax Fresno - Now Open,CA,LE 8-Passenger,minivan
YV4162XZ4K2007427,Red,2019,Volvo,XC40,"$32,998","43,351 Miles",Kennesaw,used,CarMax Town Center - Now offering Curbside Pickup and Home Delivery,GA,T5 Momentum,suv
1C4RJEAG0JC512967,Silver,2018,Jeep,Grand Cherokee,"$28,998","27,374 Miles",Austin,used,CarMax Austin South - Now offering Curbside Pickup and Home Delivery,TX,Laredo E,suv
3C6TRVCG5FE512904,Bright White Clearcoat,2015,Ram,ProMaster Cargo,"$33,881","90,244 Miles",Euless,used,Excellence Auto Direct,TX,2500 136 WB,passenger_cargo_van
1FM5K8D88JGA22752,Ruby Red,2018,Ford,Explorer,"$34,996","47,594 Miles",Norwood,used,"Jack Madden Ford Sales, Inc.",MA,XLT,suv
JTHBK1EG4C2511278,Gold,2012,Lexus,ES 350,"$17,998","73,760 Miles",Frederick,used,CarMax Frederick - Now offering Curbside Pickup,MD,Base,sedan
3GNKBCRS8MS583819,Summit White,2021,Chevrolet,Blazer,"$35,180",New,Houston,new,Mac Haik Chevrolet,TX,LT,suv
ZARFAMANXK7601490,Gray,2019,Alfa Romeo,Giulia,"$29,999","15,254 Miles",North Lauderdale,used,Off Lease Only Broward,FL,Base,sedan
3FADP4EJ1KM121342,Black,2019,Ford,Fiesta,"$15,998","53,216 Miles",Houston,used,CarMax Gulf Freeway - Now offering Curbside Pickup and Home Delivery,TX,SE,hatchback
1FTEW1E46KFC56620,Gray,2019,Ford,F-150,"$52,999","16,896 Miles",Stafford,used,Texas Direct Auto,TX,Platinum,truck
3C4PDDEG8HT583464,Gray,2017,Dodge,Journey,"$21,998","41,969 Miles",Woodbridge,used,CarMax Potomac Mills - Now offering Curbside Pickup and Home Delivery,VA,GT,suv
5TDYZ3DC3JS958403,Gray,2018,Toyota,Sienna,"$38,985","42,540 Miles",Silver Spring,used,DARCARS Toyota of Silver Spring,MD,XLE 8-Passenger,minivan
5FNYF3H58DB032883,Burgundy,2013,Honda,Pilot,"$17,998","124,141 Miles",Memphis,used,CarMax Memphis - Now offering Curbside Pickup,TN,EX-L,suv
1C4RJKBG0M8170540,Gray,2021,Jeep,Grand Cherokee L,"$53,425",New,Southfield,new,Southfield Chrysler Dodge Jeep Ram,MI,Limited,suv
WDDWK8DB6KF778713,Black,2019,Mercedes-Benz,C-Class,"$47,880","25,207 Miles",Plano,used,Autos of Dallas,TX,C 300,convertible
1C6SRFFT6KN788959,Diamond Black Crystal Pearlcoat,2019,Ram,Pickup 1500,"$38,987","31,256 Miles",Washington,used,Serra Buick GMC Cadillac Kia,MI,Big Horn,truck
